counter,red_count,green_count,blue_count,total_count,red_value,green_value,blue_value,total_value
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114000,0.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0
115000,0.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0
116000,0.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0
117000,0.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0
118000,0.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0
119000,0.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0
120000,0.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0
121000,0.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0
122000,0.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0
123000,0.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0
124000,0.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0
125000,1.0,0.0,1.0,2.0,5.0,0.0,15.0,20.0
126000,1.0,0.0,1.0,2.0,5.0,0.0,15.0,20.0
127000,1.0,0.0,1.0,2.0,5.0,0.0,15.0,20.0
128000,1.0,0.0,1.0,2.0,5.0,0.0,15.0,20.0
129000,1.0,0.0,1.0,2.0,5.0,0.0,15.0,20.0
130000,1.0,0.0,1.0,2.0,5.0,0.0,15.0,20.0
131000,1.0,0.0,1.0,2.0,5.0,0.0,15.0,20.0
132000,1.0,0.0,1.0,2.0,5.0,0.0,15.0,20.0
133000,1.0,0.0,1.0,2.0,5.0,0.0,15.0,20.0
134000,1.0,0.0,1.0,2.0,5.0,0.0,15.0,20.0
135000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
136000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
137000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
138000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
139000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
140000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
141000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
142000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
143000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
144000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
145000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
146000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
147000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
148000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
149000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
150000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
151000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
152000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
153000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
154000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
155000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
156000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
157000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
158000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
159000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
160000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
161000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
162000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
163000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
164000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
165000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
166000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
167000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
168000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
169000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
170000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
171000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
172000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
173000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
174000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
175000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
176000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
177000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
178000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
179000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
180000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
181000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
182000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
183000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
184000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
185000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
186000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
187000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
188000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
189000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
190000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
191000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
192000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
193000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
194000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
195000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
196000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
197000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
198000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
199000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
200000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
201000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
202000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
203000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
204000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
205000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
206000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
207000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
208000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
209000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
210000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
211000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
212000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
213000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
214000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
215000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
216000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
217000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
218000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
219000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
220000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
221000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
222000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
223000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
224000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
225000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
226000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
227000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
228000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
229000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
230000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
231000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
232000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
233000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
234000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
235000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
236000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
237000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
238000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
239000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
240000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
241000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
242000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
243000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
244000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
245000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
246000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
247000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
248000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
249000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
250000,4.0,0.0,1.0,5.0,20.0,0.0,15.0,35.0
