counter,red_count,green_count,blue_count,total_count,red_value,green_value,blue_value,total_value
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20000,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
21000,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
22000,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
23000,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
24000,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
25000,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
26000,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
27000,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
28000,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
29000,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
30000,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
31000,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
32000,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
33000,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
34000,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
35000,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
36000,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
37000,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
38000,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
39000,2.0,0.0,0.0,2.0,10.0,0.0,0.0,10.0
40000,2.0,0.0,0.0,2.0,10.0,0.0,0.0,10.0
41000,2.0,0.0,0.0,2.0,10.0,0.0,0.0,10.0
42000,2.0,0.0,0.0,2.0,10.0,0.0,0.0,10.0
43000,2.0,0.0,0.0,2.0,10.0,0.0,0.0,10.0
44000,2.0,0.0,0.0,2.0,10.0,0.0,0.0,10.0
45000,2.0,0.0,0.0,2.0,10.0,0.0,0.0,10.0
46000,2.0,0.0,0.0,2.0,10.0,0.0,0.0,10.0
47000,2.0,0.0,0.0,2.0,10.0,0.0,0.0,10.0
48000,2.0,0.0,0.0,2.0,10.0,0.0,0.0,10.0
49000,2.0,0.0,0.0,2.0,10.0,0.0,0.0,10.0
50000,2.0,0.0,0.0,2.0,10.0,0.0,0.0,10.0
51000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
52000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
53000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
54000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
55000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
56000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
57000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
58000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
59000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
60000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
61000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
62000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
63000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
64000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
65000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
66000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
67000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
68000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
69000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
70000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
71000,2.0,0.0,1.0,3.0,10.0,0.0,15.0,25.0
72000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
73000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
74000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
75000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
76000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
77000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
78000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
79000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
80000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
81000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
82000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
83000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
84000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
85000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
86000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
87000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
88000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
89000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
90000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
91000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
92000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
93000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
94000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
95000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
96000,3.0,0.0,1.0,4.0,15.0,0.0,15.0,30.0
97000,3.0,0.0,2.0,5.0,15.0,0.0,30.0,45.0
98000,3.0,0.0,2.0,5.0,15.0,0.0,30.0,45.0
99000,3.0,0.0,2.0,5.0,15.0,0.0,30.0,45.0
100000,3.0,0.0,2.0,5.0,15.0,0.0,30.0,45.0
101000,3.0,0.0,2.0,5.0,15.0,0.0,30.0,45.0
102000,3.0,0.0,2.0,5.0,15.0,0.0,30.0,45.0
103000,3.0,0.0,2.0,5.0,15.0,0.0,30.0,45.0
104000,3.0,0.0,2.0,5.0,15.0,0.0,30.0,45.0
105000,3.0,0.0,2.0,5.0,15.0,0.0,30.0,45.0
106000,3.0,0.0,2.0,5.0,15.0,0.0,30.0,45.0
107000,3.0,0.0,2.0,5.0,15.0,0.0,30.0,45.0
108000,3.0,0.0,2.0,5.0,15.0,0.0,30.0,45.0
109000,3.0,0.0,2.0,5.0,15.0,0.0,30.0,45.0
110000,3.0,0.0,2.0,5.0,15.0,0.0,30.0,45.0
111000,3.0,0.0,2.0,5.0,15.0,0.0,30.0,45.0
112000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
113000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
114000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
115000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
116000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
117000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
118000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
119000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
120000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
121000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
122000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
123000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
124000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
125000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
126000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
127000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
128000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
129000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
130000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
131000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
132000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
133000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
134000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
135000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
136000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
137000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
138000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
139000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
140000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
141000,4.0,0.0,2.0,6.0,20.0,0.0,30.0,50.0
142000,5.0,0.0,2.0,7.0,25.0,0.0,30.0,55.0
143000,5.0,0.0,2.0,7.0,25.0,0.0,30.0,55.0
144000,5.0,0.0,2.0,7.0,25.0,0.0,30.0,55.0
145000,5.0,0.0,2.0,7.0,25.0,0.0,30.0,55.0
146000,5.0,0.0,2.0,7.0,25.0,0.0,30.0,55.0
147000,5.0,0.0,2.0,7.0,25.0,0.0,30.0,55.0
148000,5.0,0.0,2.0,7.0,25.0,0.0,30.0,55.0
149000,5.0,0.0,2.0,7.0,25.0,0.0,30.0,55.0
150000,5.0,0.0,2.0,7.0,25.0,0.0,30.0,55.0
151000,5.0,0.0,2.0,7.0,25.0,0.0,30.0,55.0
152000,5.0,0.0,2.0,7.0,25.0,0.0,30.0,55.0
153000,5.0,0.0,2.0,7.0,25.0,0.0,30.0,55.0
154000,5.0,0.0,2.0,7.0,25.0,0.0,30.0,55.0
155000,5.0,0.0,2.0,7.0,25.0,0.0,30.0,55.0
156000,5.0,0.0,2.0,7.0,25.0,0.0,30.0,55.0
157000,5.0,0.0,2.0,7.0,25.0,0.0,30.0,55.0
158000,5.0,0.0,2.0,7.0,25.0,0.0,30.0,55.0
159000,6.0,0.0,2.0,8.0,30.0,0.0,30.0,60.0
160000,6.0,0.0,2.0,8.0,30.0,0.0,30.0,60.0
161000,6.0,0.0,2.0,8.0,30.0,0.0,30.0,60.0
162000,6.0,0.0,2.0,8.0,30.0,0.0,30.0,60.0
163000,6.0,0.0,2.0,8.0,30.0,0.0,30.0,60.0
164000,6.0,0.0,2.0,8.0,30.0,0.0,30.0,60.0
165000,6.0,0.0,3.0,9.0,30.0,0.0,45.0,75.0
166000,6.0,0.0,3.0,9.0,30.0,0.0,45.0,75.0
167000,6.0,0.0,3.0,9.0,30.0,0.0,45.0,75.0
168000,6.0,0.0,3.0,9.0,30.0,0.0,45.0,75.0
169000,6.0,0.0,3.0,9.0,30.0,0.0,45.0,75.0
170000,6.0,0.0,3.0,9.0,30.0,0.0,45.0,75.0
171000,6.0,0.0,3.0,9.0,30.0,0.0,45.0,75.0
172000,6.0,0.0,3.0,9.0,30.0,0.0,45.0,75.0
173000,6.0,0.0,3.0,9.0,30.0,0.0,45.0,75.0
174000,6.0,0.0,3.0,9.0,30.0,0.0,45.0,75.0
175000,6.0,0.0,3.0,9.0,30.0,0.0,45.0,75.0
176000,6.0,0.0,3.0,9.0,30.0,0.0,45.0,75.0
177000,6.0,0.0,3.0,9.0,30.0,0.0,45.0,75.0
178000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
179000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
180000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
181000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
182000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
183000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
184000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
185000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
186000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
187000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
188000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
189000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
190000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
191000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
192000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
193000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
194000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
195000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
196000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
197000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
198000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
199000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
200000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
201000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
202000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
203000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
204000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
205000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
206000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
207000,6.0,0.0,4.0,10.0,30.0,0.0,60.0,90.0
