counter,red_count,green_count,blue_count,total_count,red_value,green_value,blue_value,total_value
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31000,0.0,1.0,0.0,1.0,0.0,10.0,0.0,10.0
32000,0.0,1.0,0.0,1.0,0.0,10.0,0.0,10.0
33000,0.0,1.0,0.0,1.0,0.0,10.0,0.0,10.0
34000,0.0,1.0,0.0,1.0,0.0,10.0,0.0,10.0
35000,0.0,1.0,0.0,1.0,0.0,10.0,0.0,10.0
36000,0.0,1.0,1.0,2.0,0.0,10.0,15.0,25.0
37000,0.0,1.0,1.0,2.0,0.0,10.0,15.0,25.0
38000,0.0,1.0,1.0,2.0,0.0,10.0,15.0,25.0
39000,0.0,1.0,1.0,2.0,0.0,10.0,15.0,25.0
40000,0.0,1.0,1.0,2.0,0.0,10.0,15.0,25.0
41000,0.0,1.0,1.0,2.0,0.0,10.0,15.0,25.0
42000,0.0,1.0,1.0,2.0,0.0,10.0,15.0,25.0
43000,0.0,1.0,1.0,2.0,0.0,10.0,15.0,25.0
44000,0.0,1.0,1.0,2.0,0.0,10.0,15.0,25.0
45000,0.0,1.0,1.0,2.0,0.0,10.0,15.0,25.0
46000,0.0,1.0,1.0,2.0,0.0,10.0,15.0,25.0
47000,1.0,1.0,1.0,3.0,5.0,10.0,15.0,30.0
48000,1.0,1.0,1.0,3.0,5.0,10.0,15.0,30.0
49000,1.0,1.0,1.0,3.0,5.0,10.0,15.0,30.0
50000,1.0,1.0,1.0,3.0,5.0,10.0,15.0,30.0
51000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
52000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
53000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
54000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
55000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
56000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
57000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
58000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
59000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
60000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
61000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
62000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
63000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
64000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
65000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
66000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
67000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
68000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
69000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
70000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
71000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
72000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
73000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
74000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
75000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
76000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
77000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
78000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
79000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
80000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
81000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
82000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
83000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
84000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
85000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
86000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
87000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
88000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
89000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
90000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
91000,1.0,2.0,1.0,4.0,5.0,20.0,15.0,40.0
92000,1.0,3.0,1.0,5.0,5.0,30.0,15.0,50.0
93000,1.0,3.0,1.0,5.0,5.0,30.0,15.0,50.0
94000,1.0,3.0,1.0,5.0,5.0,30.0,15.0,50.0
95000,1.0,3.0,1.0,5.0,5.0,30.0,15.0,50.0
96000,1.0,3.0,1.0,5.0,5.0,30.0,15.0,50.0
97000,1.0,3.0,1.0,5.0,5.0,30.0,15.0,50.0
98000,1.0,3.0,1.0,5.0,5.0,30.0,15.0,50.0
99000,1.0,3.0,1.0,5.0,5.0,30.0,15.0,50.0
100000,1.0,3.0,1.0,5.0,5.0,30.0,15.0,50.0
101000,1.0,3.0,1.0,5.0,5.0,30.0,15.0,50.0
102000,1.0,3.0,1.0,5.0,5.0,30.0,15.0,50.0
103000,1.0,3.0,1.0,5.0,5.0,30.0,15.0,50.0
104000,1.0,3.0,1.0,5.0,5.0,30.0,15.0,50.0
105000,1.0,3.0,1.0,5.0,5.0,30.0,15.0,50.0
106000,1.0,3.0,1.0,5.0,5.0,30.0,15.0,50.0
107000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
108000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
109000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
110000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
111000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
112000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
113000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
114000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
115000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
116000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
117000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
118000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
119000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
120000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
121000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
122000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
123000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
124000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
125000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
126000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
127000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
128000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
129000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
130000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
131000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
132000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
133000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
134000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
135000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
136000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
137000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
138000,1.0,3.0,2.0,6.0,5.0,30.0,30.0,65.0
139000,1.0,3.0,3.0,7.0,5.0,30.0,45.0,80.0
140000,1.0,3.0,3.0,7.0,5.0,30.0,45.0,80.0
141000,1.0,3.0,3.0,7.0,5.0,30.0,45.0,80.0
142000,1.0,3.0,3.0,7.0,5.0,30.0,45.0,80.0
143000,1.0,3.0,3.0,7.0,5.0,30.0,45.0,80.0
144000,1.0,3.0,3.0,7.0,5.0,30.0,45.0,80.0
145000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
146000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
147000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
148000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
149000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
150000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
151000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
152000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
153000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
154000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
155000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
156000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
157000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
158000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
159000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
160000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
161000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
162000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
163000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
164000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
165000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
166000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
167000,1.0,4.0,3.0,8.0,5.0,40.0,45.0,90.0
168000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
169000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
170000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
171000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
172000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
173000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
174000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
175000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
176000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
177000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
178000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
179000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
180000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
181000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
182000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
183000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
184000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
185000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
186000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
187000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
188000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
189000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
190000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
191000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
192000,1.0,5.0,3.0,9.0,5.0,50.0,45.0,100.0
193000,1.0,5.0,4.0,10.0,5.0,50.0,60.0,115.0
194000,1.0,5.0,4.0,10.0,5.0,50.0,60.0,115.0
195000,1.0,5.0,4.0,10.0,5.0,50.0,60.0,115.0
196000,1.0,5.0,4.0,10.0,5.0,50.0,60.0,115.0
197000,1.0,5.0,4.0,10.0,5.0,50.0,60.0,115.0
198000,1.0,5.0,4.0,10.0,5.0,50.0,60.0,115.0
199000,1.0,5.0,4.0,10.0,5.0,50.0,60.0,115.0
200000,1.0,5.0,4.0,10.0,5.0,50.0,60.0,115.0
201000,1.0,5.0,4.0,10.0,5.0,50.0,60.0,115.0
202000,1.0,5.0,4.0,10.0,5.0,50.0,60.0,115.0
203000,1.0,5.0,4.0,10.0,5.0,50.0,60.0,115.0
204000,1.0,5.0,4.0,10.0,5.0,50.0,60.0,115.0
205000,1.0,5.0,4.0,10.0,5.0,50.0,60.0,115.0
206000,1.0,5.0,4.0,10.0,5.0,50.0,60.0,115.0
207000,1.0,5.0,4.0,10.0,5.0,50.0,60.0,115.0
208000,2.0,5.0,4.0,11.0,10.0,50.0,60.0,120.0
209000,2.0,5.0,4.0,11.0,10.0,50.0,60.0,120.0
210000,2.0,5.0,4.0,11.0,10.0,50.0,60.0,120.0
211000,2.0,5.0,4.0,11.0,10.0,50.0,60.0,120.0
212000,2.0,5.0,4.0,11.0,10.0,50.0,60.0,120.0
213000,2.0,5.0,4.0,11.0,10.0,50.0,60.0,120.0
214000,2.0,5.0,4.0,11.0,10.0,50.0,60.0,120.0
215000,2.0,5.0,4.0,11.0,10.0,50.0,60.0,120.0
216000,2.0,5.0,4.0,11.0,10.0,50.0,60.0,120.0
217000,2.0,5.0,4.0,11.0,10.0,50.0,60.0,120.0
218000,2.0,5.0,4.0,11.0,10.0,50.0,60.0,120.0
219000,2.0,5.0,4.0,11.0,10.0,50.0,60.0,120.0
220000,2.0,5.0,4.0,11.0,10.0,50.0,60.0,120.0
221000,2.0,5.0,4.0,11.0,10.0,50.0,60.0,120.0
222000,2.0,5.0,4.0,11.0,10.0,50.0,60.0,120.0
